source,prediction,reference,bleu
"offenbar sind die akustischen unterschiede zwischen dem miauen von weniger und stark erregten jungtieren für die männchen entweder nicht wahrnehmbar oder nicht von bedeutung, sagte die biologin wiebke konerding von der mhh.",the differences between,"it is clear that the acoustic differences between the miaows of kittens that are more or less agitaged are either imperceptible or unimportant for male cats, the biologists wiebke konerding, from mhh, said.",0.0
"sie ist erstautorin der studie, die an diesem freitag im fachmagazin bmc evolutionary biology veröffentlicht wurde.",it is surprise from the study published on this,she is the first author of the study published in the bmc evolutionary biology specialist journal this friday.,0.0496
"in einer vorherigen untersuchung hatte das forscherteam bereits herausgefunden, dass sich die dauer und tonhöhe der kätzchen-schreie mit der dringlichkeit ihrer hilfebedürftigkeit unterscheidet.","in a previous investigation, the researchers team has",in a previous experiment the research team had already discovered that the duration and pitch of a kittens miaow changes depending on how urgently they need help.,0.0145
beobachtet wurden insgesamt neun erwachsene kater und acht kätzinnen aus der tierhaltung der mhh.,the tradeist has been the whole of,nine adult male cats and eight female cats from the mhhs animal husbandry programme were examined.,0.0091
"ihnen wurden zum einen rufe von kleinen vorgespielt, die für drei minuten aus der wurfbox genommen und von mutter und geschwistern getrennt wurden.",they were called for a small call for three,"firstly, they were played the sound of a kitten who had been taken from the birthing box and separated from its mother and siblings for three minutes.",0.0103
"zum anderen wurden sie mit schreien von stärker erregten kätzchen konfrontiert, die zusätzlich hochgehoben wurden.","on the other hand, they have been","then they were played the sound of a more agitated cat, which had also been lifted up.",0.0104
die forscher halten ihre ergebnisse trotz der geringen stichprobe für aussagekräftig.,the researchers consider their results despite the low test,"despite the low sample size, the researchers believe the results to be significant.",0.1002
"alle weibchen, sogar die, die noch keinen eigenen nachwuchs hatten, reagierten differenziert auf die schreie, sagte konerding.","all women, even those who","all females, even those who did not have their offspring, were able to differentiate between miaows, said konerding.",0.0212
"sie drehten sich schneller zum lautsprecher um, wenn dieser rufe der sehr erregteren kätzchen abspielte.",they are going to be more rapid to the,they turned towards the speaker quicker if it was playing the sound of a highly agitated kitten.,0.0117
diese fähigkeit sei möglicherweise angeboren oder entwickele sich mit der geschlechtsreife.,this ability may be sensible or develop,"this ability may be innate, or may develop as the animal reaches sexual maturity.",0.1674
"eine überraschung war, dass die männchen überhaupt reagiert haben, sagte die biologin.",one surprise was that the people have responded to,"one surprise was that the male cats reacted at all, the biologist said.",0.2862
in der vergangenheit haben wissenschaftler bereits mehrfach beim menschen die reaktionen von frauen und männer auf babygeräusche untersucht.,"in the past, scientists have","in the past, scientists have researched womens and mens reactions to babies cries on multiple occasions.",0.1108
"auch dabei zeigten einige studien, dass frauen sensitiver auf säuglinge reagierten, ganz gleich ob sie bereits mütter waren oder nicht, berichtete die biologin marina scheumann.","in this respect, some studies have also demonstrated","even in this field a few studies showed that woman reacted more sensitively to infants, regardless of whether they had their own children or not, the biologist marina scheumann reported.",0.0042
podolski greift mit gala nach supercup,it is a little little little late to be,podolski and gala are shooting for the supercup,0
hakan sükür ist in der türkei eine fußball-legende.,h-culture is a football-makers,hakan sükür is a football legend in turkey.,0.0625
in der türkei ist gegen den einstigen fußballstar hakan sükür ein haftbefehl erlassen worden.,"in turkey, a arrest warrant has been",an arrest warrant has been issued in turkey for the former football star hakan sükür.,0.1386
"ihm wird vorgeworfen, mitglied einer terroristischen gruppe zu sein.",your report will be to be a member of,he is accused of being a member of a terrorist organisation.,0.095
erstmals nach dem putschversuch findet in der türkei wieder ein wichtiges fußballspiel statt.,"only after the visit to turkey, there is",an important football match is taking place in turkey for the first time following the attempted coup.,0.0107
vor dem duell der erzrivalen zwischen besiktas istanbul und lukas podolskis galatasaray istanbul um den supercup in konya ist die offizielle linie eindeutig: business as usual ist angesagt.,the next item is the official line in the,"ahead of the duel between arch-rivals besiktas istanbul and lukas podolskis galatasaray istanbul for the supercup in konya, the official line is clear: business as usual.",0.0222
"schon bei der verhängung des ausnahmezustands nach dem umsturzversuch im juli beteuerte die regierung, der alltag von normalbürgern solle nicht beeinträchtigt werden.","in the case of the exception, after the","even when announcing the state of emergency after the attempted coup in july, the government emphasised that this would not affect citizens daily life.",0.0105
"das gilt aber nicht für die, die verdächtigt werden, der bewegung des predigers fethullah gülen anzugehören, den man für den putschversuch verantwortlich macht.",this is not true of the suspicion that the,"this does not apply to those people suspected of being followers of the imam fethulla gülen, who is believed to be responsible for the attempted coup.",0.0101
dabei wird auch vor dem fußball nicht halt gemacht.,this is not the case before football.,and this doesnt stop for football.,0.0393
gegen den früheren starkicker hakan sükür stellte die staatsanwaltschaft einen haftbefehl aus.,the public prosecutor has lost a arrest warrant against,the state prosecutor has issued a warrant for the arrest of former star striker hakan sükür.,0.0307
"demnach wird dem mittlerweile in amerika lebenden sükür vorgeworfen, mitglied einer terroristischen gruppe zu sein.",the fact that the country is now being destroyed,"sükür, who now lives in america, is accused of being a member of a terrorist organisation.",0.0145
"sükür soll anhänger des predigers fethullah gülen sein, der vom staatspräsidenten recep tayyip erdogan für den putschversuch verantwortlich gemacht wird.","then then, then, the","sükür is accused of being a follower of the imam fethullah gülen, whom president recep tayyip erdogan holds responsible for the attempted coup.",0.0007
"zwar gilt der zunächst für 90 tage verhängte ausnahmezustand noch bis oktober, tatsächlich hat das auf das leben der meisten türken aber so gut wie keine auswirkungen.",the emergency state imposed on 90 days,"while the state of emergency, declared for ninety days, will continue until october, it is having practically no effect on the lives of most turks.",0.0033
