source,prediction,reference,bleu
"diese klarstellung warf neue fragen zu den kommunikationsfähigkeiten des präsidentschaftskandidaten der republikaner auf, ob er in der lage sei klar und verständlich mit der amerikanischen öffentlichkeit zu kommunizieren.",this clarification was new questions on the capacity of the presidency s presidential candidates to whether he was able to communicate clearly and understandable with the,the clarification raised new questions about the republican presidential nominees ability to communicate clearly to the american public.,0.0551
"es bringt auch seine mitstreiter, die sich bemühen ihn während einer ereignisreichen phase in schutz zu nehmen, in die eigentümliche position, aussagen erklären zu müssen, die er gar nicht gemeint haben könnte.","it also brings its conflict to the efforts to protect him during an event where the actual position is concerned, it could not be said. is","it also put his surrogates, who have strained to defend him during a tumultuous stretch, in the awkward position of having to explain remarks that he might not mean.",0.0237
"nachdem er die andeutung bei einer wahlkampfveranstaltung am mittwochabend gemacht hatte, ruderte mr. trump in bezug auf die behauptung am donnerstag zurück und bestand in interviews darauf, dass er wirklich nicht beabsichtigte anzudeuten, der präsident und mrs. clinton hätten isis geschaffen.","i would like to say that he had made the call for the president of the wednesday evening, mr ru----h---","after making the suggestion at a rally on wednesday night, mr. trump doubled down on the assertion on thursday, insisting in interviews that he really did intend to say that the president and mrs. clinton had created isis.",0.0311
"aber in einem frühmorgendlichen tweet am freitag sagte mr. trump, er sei einfach sarkastisch.","but in a early event, on friday mr, mr really said that he is simply sarkical. is simply a s","but in an early-morning twitter post on friday, mr. trump said that he was just being sarcastic.",0.0627
"der tweet war der gegensatz zu dem vorherigen tag, an denen mr. trump in einer reihe von interviews sagte, er meinte die anschuldigung vollkommen ernst.","the twenty-five days, unlike the previous day, mr president, said in a series of note, he said that he was seriously seriously","the post was a reversal from just a day ago, when mr. trump said in a number of interviews that he was indeed serious about the charge.",0.0638
"als der konservative radiomoderator hugh hewitt mr. trump helfen wollte, die aussage etwas abzuschwächen indem er ihn daran erinnerte, dass mr. obama isis zerstören will, wollte der republikanische präsidentschaftskandidat nichts davon wissen.","as the conservative radioomorator, mr vonitt, mr really wanted to help the statement by reminded him that mr president-in-","when the conservative radio host hugh hewitt tried to help mr. trump soften the remark by reminding him that mr. obama wants to destroy isis, the republican presidential nominee would not have it.",0.0192
"der letzte sturm der kritik prasselt auf mr. trump herab, während er versucht hat den fokus seiner kampagne wegen fallender umfragewerte auf die wirtschaftslage zu lenken.","the last storm of criticism mr really is to be cut, while he tried to draw attention to the emphasis of his campaign on the economic situation.",the latest firestorm comes as mr. trump has been trying to refocus his campaign on the economy amid declining poll numbers.,0.0962
mr. trump und mrs. clinton hielten reden zur wirtschaftslage in michigan in dieser woche.,"mr president, mr clinton, ladies and gentlemen, mrs hten spoke about the economic situation in the last week.",mr. trump and mrs. clinton gave dueling economic speeches in michigan this week.,0.0153
am freitag versuchte mr. trump nochmals zu diesem thema zurück zu kehren.,"on friday, mr really tried to return to this issue. is the commission is a matter of the european union, then","on friday, mr. trump tried again to return to that subject.",0.0595
"sich über twitter meldend warnte er, dass mrs. clintons vorschläge zu höheren steuern führen würden und dass er ihre rede langweilig gefunden habe.",i would like to say that mrs mrsmccons proposals would lead to higher taxes and that he found your speech in the past.,"taking again to twitter, he warned that mrs. clintons proposals would come with higher taxes and he said that he found her speech boring.",0.0812
mr. trump hat sarkasmus bereits zu seiner verteidigung vorgebracht.,"mr president, mr sarkasmus has already been put forward on its defence. is a real problem is",mr. trump has used the sarcasm defense before.,0.0115
"ende juli zog er starke kritik auf sich, als er meinte, die russen sollten mrs. clintons emails hacken, jedoch erklärte er später natürlich meinte ich das sarkastisch.","at the end of july he was very keen to criticise when he said that the russians should, however, say that mr hacken,","in late july, after he drew widespread criticism by appearing to suggest that the russians should hack mrs. clintons emails, he later explained his remarks by saying, of course im being sarcastic.",0.0343
diese methode erlaubt es mr. trump die sprachlichen grenzen in der politik zu verschieben und dann nach bedarf zurück zu rudern.,"this method allows mr really to send linguistic borders in politics and then to go back to them. is no longer,",the approach allows mr. trump to push the limits of political speech and dial it back as needed.,0.0129
